"name";"chromosome";"value";"description";"seq_region_start";"seq_region_end";"seq_region_strand";"biotype";"stable_id"
"gnb1a";"8";"NULL";"guanine nucleotide binding protein (G protein), beta polypeptide 1a [Source:ZFIN;Acc:ZDB-GENE-030131-823]";"53269657";"53334650";"1";"protein_coding";"ENSDARG00000090454"
"BICD2";"8";"NULL";"BICD cargo adaptor 2 [Source:HGNC Symbol;Acc:HGNC:17208]";"53344726";"53378098";"1";"protein_coding";"ENSDARG00000098215"
"dcp1a";"8";"NULL";"decapping mRNA 1A [Source:ZFIN;Acc:ZDB-GENE-030723-5]";"53388005";"53401791";"1";"protein_coding";"ENSDARG00000100136"
"cacna1db";"8";"NULL";"calcium channel, voltage-dependent, L type, alpha 1D subunit, b [Source:ZFIN;Acc:ZDB-GENE-040525-3]";"53423408";"53436880";"1";"protein_coding";"ENSDARG00000110642"
"cacna1db";"8";"NULL";"calcium channel, voltage-dependent, L type, alpha 1D subunit, b [Source:ZFIN;Acc:ZDB-GENE-040525-3]";"53452681";"53456702";"1";"protein_coding";"ENSDARG00000115603"
"cacna1db";"8";"cacna1db";"calcium channel, voltage-dependent, L type, alpha 1D subunit, b [Source:ZFIN;Acc:ZDB-GENE-040525-3]";"53464216";"53465017";"1";"protein_coding";"ENSDARG00000101589"
"chdh";"8";"chdh";"choline dehydrogenase [Source:ZFIN;Acc:ZDB-GENE-120111-1]";"53474755";"53490376";"-1";"protein_coding";"ENSDARG00000100304"
"actr8";"8";"actr8";"actin related protein 8 [Source:ZFIN;Acc:ZDB-GENE-030131-5065]";"53517998";"53535303";"-1";"protein_coding";"ENSDARG00000103610"
"selenok";"8";"CH1073-219O6.1";"selenoprotein K [Source:ZFIN;Acc:ZDB-GENE-040912-131]";"53537103";"53542424";"-1";"protein_coding";"ENSDARG00000100823"
"parapinopsina";"8";"NULL";"parapinopsin a [Source:ZFIN;Acc:ZDB-GENE-101129-1]";"53544094";"53548145";"-1";"protein_coding";"ENSDARG00000116976"
"CACNA2D3 (1 of many)";"8";"NULL";"calcium voltage-gated channel auxiliary subunit alpha2delta 3 [Source:HGNC Symbol;Acc:HGNC:15460]";"53563949";"53665111";"1";"protein_coding";"ENSDARG00000106018"
"lrtm1";"8";"NULL";"leucine rich repeats and transmembrane domains 1 [Source:ZFIN;Acc:ZDB-GENE-161221-2]";"53639625";"53649294";"-1";"protein_coding";"ENSDARG00000098742"
"wnt5a";"8";"NULL";"wingless-type MMTV integration site family, member 5a [Source:ZFIN;Acc:ZDB-GENE-060328-3]";"53670395";"53680653";"-1";"protein_coding";"ENSDARG00000104973"
"tlr9";"8";"NULL";"toll-like receptor 9 [Source:ZFIN;Acc:ZDB-GENE-040219-10]";"53730368";"53735399";"-1";"protein_coding";"ENSDARG00000044490"
"apeh";"8";"NULL";"acylaminoacyl-peptide hydrolase [Source:ZFIN;Acc:ZDB-GENE-030131-9870]";"53747925";"53773539";"-1";"protein_coding";"ENSDARG00000008703"
"CABZ01086611.1";"8";"NULL";"NULL";"53794022";"53803429";"-1";"protein_coding";"ENSDARG00000111110"
"mib2";"8";"NULL";"mindbomb E3 ubiquitin protein ligase 2 [Source:ZFIN;Acc:ZDB-GENE-050628-1]";"53862745";"53896982";"-1";"protein_coding";"ENSDARG00000103609"
"ubiad1";"8";"NULL";"UbiA prenyltransferase domain containing 1 [Source:ZFIN;Acc:ZDB-GENE-030131-3205]";"53918234";"53926228";"-1";"protein_coding";"ENSDARG00000013009"
"MMP23B";"8";"NULL";"matrix metallopeptidase 23B [Source:HGNC Symbol;Acc:HGNC:7171]";"53928472";"53946034";"1";"protein_coding";"ENSDARG00000043079"
"cdk11b";"8";"NULL";"cyclin-dependent kinase 11B [Source:ZFIN;Acc:ZDB-GENE-041212-74]";"53948194";"53960349";"-1";"protein_coding";"ENSDARG00000102546"
"SLC35E2A";"8";"NULL";"solute carrier family 35 member E2A [Source:HGNC Symbol;Acc:HGNC:20863]";"53979248";"53991184";"-1";"protein_coding";"ENSDARG00000109717"
"CABZ01079663.1";"8";"NULL";"NULL";"54013199";"54023774";"1";"protein_coding";"ENSDARG00000099650"
"magi1a";"8";"NULL";"membrane associated guanylate kinase, WW and PDZ domain containing 1a [Source:ZFIN;Acc:ZDB-GENE-081105-13]";"54055390";"54072665";"1";"protein_coding";"ENSDARG00000070145"
"rho";"8";"NULL";"rhodopsin [Source:ZFIN;Acc:ZDB-GENE-990415-271]";"54076195";"54077740";"-1";"protein_coding";"ENSDARG00000002193"
"prickle2a";"8";"NULL";"prickle homolog 2a [Source:ZFIN;Acc:ZDB-GENE-061110-112]";"54081819";"54105734";"1";"protein_coding";"ENSDARG00000020982"
"brpf1";"8";"NULL";"bromodomain and PHD finger containing, 1 [Source:ZFIN;Acc:ZDB-GENE-040426-731]";"54135642";"54155096";"1";"protein_coding";"ENSDARG00000103665"
"FO904970.1";"8";"NULL";"wu:fl23c11 [Source:NCBI gene;Acc:335307]";"54188978";"54201689";"1";"protein_coding";"ENSDARG00000105863"
"creld1b";"8";"NULL";"cysteine-rich with EGF-like domains 1b [Source:ZFIN;Acc:ZDB-GENE-161219-1]";"54202554";"54210276";"1";"protein_coding";"ENSDARG00000006990"
"mbd4";"8";"NULL";"methyl-CpG binding domain protein 4 [Source:ZFIN;Acc:ZDB-GENE-040213-1]";"54211861";"54216499";"-1";"protein_coding";"ENSDARG00000110298"
"trh";"8";"NULL";"thyrotropin-releasing hormone [Source:ZFIN;Acc:ZDB-GENE-020930-1]";"54220551";"54223316";"-1";"protein_coding";"ENSDARG00000006868"
"TMCC1";"8";"NULL";"transmembrane and coiled-coil domain family 1 [Source:HGNC Symbol;Acc:HGNC:29116]";"54263946";"54279435";"1";"protein_coding";"ENSDARG00000076747"
"plxnd1";"8";"NULL";"plexin D1 [Source:ZFIN;Acc:ZDB-GENE-040426-1828]";"54284961";"54286201";"1";"protein_coding";"ENSDARG00000086057"
"exorh";"8";"NULL";"extra-ocular rhodopsin [Source:ZFIN;Acc:ZDB-GENE-991229-12]";"54302700";"54304381";"-1";"protein_coding";"ENSDARG00000111860"
"CABZ01078737.1";"9";"NULL";"interleukin-1 receptor type 2 [Source:NCBI gene;Acc:101882195]";"10267";"18716";"-1";"protein_coding";"ENSDARG00000100461"
"map4k4";"9";"NULL";"mitogen-activated protein kinase kinase kinase kinase 4 [Source:ZFIN;Acc:ZDB-GENE-030131-6722]";"23787";"48036";"-1";"protein_coding";"ENSDARG00000098670"
"zgc:158316";"9";"NULL";"zgc:158316 [Source:ZFIN;Acc:ZDB-GENE-061215-98]";"51891";"59189";"1";"protein_coding";"ENSDARG00000101696"
"il10rb";"9";"CH1073-55A19.6";"interleukin 10 receptor, beta [Source:ZFIN;Acc:ZDB-GENE-050909-1]";"61770";"68947";"-1";"protein_coding";"ENSDARG00000078042"
"RANBP2";"9";"CH1073-55A19.2";"RAN binding protein 2 [Source:HGNC Symbol;Acc:HGNC:9848]";"70157";"94601";"1";"protein_coding";"ENSDARG00000093125"
"lims2";"9";"CH1073-55A19.1";"LIM and senescent cell antigen-like domains 2 [Source:ZFIN;Acc:ZDB-GENE-050522-56]";"94884";"100579";"-1";"protein_coding";"ENSDARG00000014976"
"FQ377903.3";"9";"NULL";"NULL";"102422";"105135";"-1";"protein_coding";"ENSDARG00000110024"
"SLC5A7";"9";"NULL";"solute carrier family 5 member 7 [Source:HGNC Symbol;Acc:HGNC:14025]";"123593";"128036";"-1";"protein_coding";"ENSDARG00000102336"
"FQ377903.1";"9";"NULL";"uncharacterized LOC103911589 [Source:NCBI gene;Acc:103911589]";"134489";"135774";"-1";"protein_coding";"ENSDARG00000100150"
"rrp1";"9";"NULL";"ribosomal RNA processing 1 [Source:ZFIN;Acc:ZDB-GENE-030131-9837]";"145093";"153070";"1";"protein_coding";"ENSDARG00000103337"
"cldn10b";"9";"NULL";"claudin 10b [Source:ZFIN;Acc:ZDB-GENE-050522-42]";"156142";"159438";"1";"protein_coding";"ENSDARG00000104528"
"cldn10l2";"9";"NULL";"claudin 10-like 2 [Source:ZFIN;Acc:ZDB-GENE-030131-9598]";"159720";"161836";"1";"protein_coding";"ENSDARG00000105042"
"CABZ01067558.1";"9";"NULL";"claudin-10-like [Source:NCBI gene;Acc:110437809]";"163662";"166125";"1";"protein_coding";"ENSDARG00000099598"
"PLBD2";"9";"NULL";"phospholipase B domain containing 2 [Source:HGNC Symbol;Acc:HGNC:27283]";"168442";"180334";"-1";"protein_coding";"ENSDARG00000114245"
"CABZ01067557.1";"9";"NULL";"cyclin-dependent kinase 16-like [Source:NCBI gene;Acc:100536316]";"190438";"202805";"-1";"protein_coding";"ENSDARG00000114697"
"aaas";"9";"NULL";"achalasia, adrenocortical insufficiency, alacrimia [Source:ZFIN;Acc:ZDB-GENE-030912-4]";"205248";"216527";"-1";"protein_coding";"ENSDARG00000102274"
"map3k12";"9";"NULL";"mitogen-activated protein kinase kinase kinase 12 [Source:ZFIN;Acc:ZDB-GENE-040426-2436]";"219124";"235602";"1";"protein_coding";"ENSDARG00000103651"
"pcbp2";"9";"NULL";"poly(rC) binding protein 2 [Source:ZFIN;Acc:ZDB-GENE-030131-563]";"250724";"264173";"-1";"protein_coding";"ENSDARG00000099039"
"kif5aa";"9";"NULL";"kinesin family member 5A, a [Source:ZFIN;Acc:ZDB-GENE-070912-141]";"265988";"296169";"-1";"protein_coding";"ENSDARG00000098936"
"si:ch211-166e11.5";"9";"NULL";"si:ch211-166e11.5 [Source:ZFIN;Acc:ZDB-GENE-070912-142]";"295576";"306515";"-1";"protein_coding";"ENSDARG00000100407"
"stac3";"9";"DKEY-11F4.1";"SH3 and cysteine rich domain 3 [Source:ZFIN;Acc:ZDB-GENE-040801-248]";"307863";"321351";"1";"protein_coding";"ENSDARG00000098883"
"ndufa4l2a";"9";"DKEY-11F4.2";"NDUFA4 mitochondrial complex associated like 2a [Source:ZFIN;Acc:ZDB-GENE-070912-358]";"323460";"327901";"-1";"protein_coding";"ENSDARG00000103114"
"actr5";"9";"actr5";"actin related protein 5 [Source:ZFIN;Acc:ZDB-GENE-040426-2877]";"331425";"340294";"1";"protein_coding";"ENSDARG00000098235"
"bpifcl";"9";"DKEY-11F4.4";"BPI fold containing family C, like [Source:ZFIN;Acc:ZDB-GENE-070912-360]";"343062";"353894";"1";"protein_coding";"ENSDARG00000099980"
"zgc:158320";"9";"DKEY-11F4.6";"zgc:158320 [Source:ZFIN;Acc:ZDB-GENE-061201-33]";"354868";"356501";"-1";"protein_coding";"ENSDARG00000099373"
"si:dkey-11f4.7";"9";"DKEY-11F4.7";"si:dkey-11f4.7 [Source:ZFIN;Acc:ZDB-GENE-070912-361]";"360252";"403767";"-1";"protein_coding";"ENSDARG00000099207"
"bzw1b";"9";"bzw1l";"basic leucine zipper and W2 domains 1b [Source:ZFIN;Acc:ZDB-GENE-040426-2881]";"426392";"433915";"1";"protein_coding";"ENSDARG00000099148"
"si:dkey-11f4.14";"9";"DKEY-11F4.14";"si:dkey-11f4.14 [Source:ZFIN;Acc:ZDB-GENE-070912-355]";"440196";"443451";"-1";"protein_coding";"ENSDARG00000098461"
"zgc:91849";"9";"DKEY-11F4.15";"zgc:91849 [Source:ZFIN;Acc:ZDB-GENE-040718-438]";"445471";"456541";"-1";"protein_coding";"ENSDARG00000104716"
"si:dkey-11f4.16";"9";"DKEY-11F4.16";"si:dkey-11f4.16 [Source:ZFIN;Acc:ZDB-GENE-070912-357]";"458751";"470097";"-1";"protein_coding";"ENSDARG00000099799"
"si:dkey-11f4.20";"9";"DKEY-11F4.20";"si:dkey-11f4.20 [Source:ZFIN;Acc:ZDB-GENE-070912-359]";"473334";"484157";"1";"protein_coding";"ENSDARG00000100887"
"CU984600.1";"9";"NULL";"prostaglandin F2 receptor inhibitor [Source:NCBI gene;Acc:101883373]";"492459";"532470";"1";"protein_coding";"ENSDARG00000078172"
"CU984600.3";"9";"NULL";"immunoglobulin superfamily member 3-like [Source:NCBI gene;Acc:100005927]";"537297";"549183";"1";"protein_coding";"ENSDARG00000098640"
"CU984600.2";"9";"NULL";"si:dkeyp-118h9.7 [Source:NCBI gene;Acc:555303]";"563547";"582037";"1";"protein_coding";"ENSDARG00000098204"
"dip2a";"9";"NULL";"disco-interacting protein 2 homolog A [Source:ZFIN;Acc:ZDB-GENE-091204-2]";"584940";"695000";"-1";"protein_coding";"ENSDARG00000078058"
"cflarb";"9";"NULL";"CASP8 and FADD-like apoptosis regulator b [Source:ZFIN;Acc:ZDB-GENE-091204-464]";"701452";"704667";"-1";"protein_coding";"ENSDARG00000074802"
"ndufb3";"9";"NULL";"NADH:ubiquinone oxidoreductase subunit B3 [Source:ZFIN;Acc:ZDB-GENE-091204-407]";"707086";"712308";"-1";"protein_coding";"ENSDARG00000075709"
"usp37";"9";"NULL";"ubiquitin specific peptidase 37 [Source:ZFIN;Acc:ZDB-GENE-061013-802]";"711638";"746317";"-1";"protein_coding";"ENSDARG00000040990"
"ybey";"9";"NULL";"ybeY metalloendoribonuclease [Source:ZFIN;Acc:ZDB-GENE-030131-437]";"711638";"715241";"1";"protein_coding";"ENSDARG00000011999"
"insig2";"9";"NULL";"insulin induced gene 2 [Source:ZFIN;Acc:ZDB-GENE-040202-1]";"747612";"755360";"1";"protein_coding";"ENSDARG00000113367"
"en1a";"9";"NULL";"engrailed homeobox 1a [Source:ZFIN;Acc:ZDB-GENE-980526-216]";"778745";"785444";"-1";"protein_coding";"ENSDARG00000014321"
"marco";"9";"NULL";"macrophage receptor with collagenous structure [Source:ZFIN;Acc:ZDB-GENE-120514-2]";"795609";"813693";"-1";"protein_coding";"ENSDARG00000059294"
"c1ql2";"9";"CH73-250A16.4";"complement component 1, q subcomponent-like 2 [Source:ZFIN;Acc:ZDB-GENE-081105-160]";"844221";"849069";"-1";"protein_coding";"ENSDARG00000015592"
"si:ch73-250a16.5";"9";"CH73-250A16.5";"si:ch73-250a16.5 [Source:ZFIN;Acc:ZDB-GENE-131121-255]";"881589";"889567";"-1";"protein_coding";"ENSDARG00000097420"
"steap3";"9";"steap3";"STEAP family member 3, metalloreductase [Source:ZFIN;Acc:ZDB-GENE-081104-268]";"890536";"899861";"1";"protein_coding";"ENSDARG00000075641"
"zgc:101851";"9";"CH73-250A16.2";"zgc:101851 [Source:ZFIN;Acc:ZDB-GENE-040912-123]";"900392";"904227";"-1";"protein_coding";"ENSDARG00000037199"
"dbi";"9";"CH73-250A16.1";"diazepam binding inhibitor (GABA receptor modulator, acyl-CoA binding protein) [Source:ZFIN;Acc:ZDB-GENE-040426-1861]";"907459";"914886";"1";"protein_coding";"ENSDARG00000026369"
"tmem37";"9";"NULL";"transmembrane protein 37 [Source:ZFIN;Acc:ZDB-GENE-040426-2208]";"917060";"923251";"1";"protein_coding";"ENSDARG00000059305"
"sctr";"9";"NULL";"secretin receptor [Source:NCBI gene;Acc:100537567]";"925969";"950004";"-1";"protein_coding";"ENSDARG00000101077"
"rap2aa";"9";"NULL";"RAP2A, member of RAS oncogene family a [Source:ZFIN;Acc:ZDB-GENE-121018-1]";"963627";"970270";"1";"protein_coding";"ENSDARG00000077553"
"CABZ01066921.1";"9";"NULL";"NULL";"993477";"1001460";"1";"protein_coding";"ENSDARG00000112056"
"DOCK9 (1 of many)";"9";"NULL";"dedicator of cytokinesis 9 [Source:HGNC Symbol;Acc:HGNC:14132]";"1039215";"1135542";"1";"protein_coding";"ENSDARG00000114086"
"slc15a1a";"9";"NULL";"solute carrier family 15 member 1a [Source:ZFIN;Acc:ZDB-GENE-091204-9]";"1137430";"1162804";"1";"protein_coding";"ENSDARG00000100315"
"stk24a";"9";"NULL";"serine/threonine kinase 24a (STE20 homolog, yeast) [Source:ZFIN;Acc:ZDB-GENE-070424-52]";"1162216";"1176354";"1";"protein_coding";"ENSDARG00000100955"
"ino80da";"9";"NULL";"INO80 complex subunit Da [Source:ZFIN;Acc:ZDB-GENE-091204-416]";"1187805";"1200187";"-1";"protein_coding";"ENSDARG00000104727"
"gpr1";"9";"NULL";"G protein-coupled receptor 1 [Source:ZFIN;Acc:ZDB-GENE-091204-457]";"1235778";"1236848";"-1";"protein_coding";"ENSDARG00000101366"
"FO818722.1";"9";"NULL";"disintegrin and metalloproteinase domain-containing protein 23-like [Source:NCBI gene;Acc:101884782]";"1251514";"1298793";"1";"protein_coding";"ENSDARG00000112453"
"casp10";"9";"casp8l2";"caspase 10, apoptosis-related cysteine peptidase [Source:ZFIN;Acc:ZDB-GENE-070608-2]";"1313418";"1357809";"1";"protein_coding";"ENSDARG00000070272"
"prkra";"9";"CH73-57B20.1";"protein kinase, interferon-inducible double stranded RNA dependent activator [Source:ZFIN;Acc:ZDB-GENE-050309-206]";"1365747";"1371519";"1";"protein_coding";"ENSDARG00000076718"
"osbpl6";"9";"CH211-222F23.4";"oxysterol binding protein-like 6 [Source:ZFIN;Acc:ZDB-GENE-070912-206]";"1391535";"1459985";"-1";"protein_coding";"ENSDARG00000063730"
"rbm45";"9";"CH211-222F23.2";"RNA binding motif protein 45 [Source:ZFIN;Acc:ZDB-GENE-070122-4]";"1463052";"1484202";"-1";"protein_coding";"ENSDARG00000063731"
"si:ch211-222f23.6";"9";"CH211-222F23.6";"si:ch211-222f23.6 [Source:ZFIN;Acc:ZDB-GENE-070912-208]";"1485234";"1499721";"-1";"protein_coding";"ENSDARG00000042880"
"pde11a";"9";"CH211-222F23.5";"phosphodiesterase 11a [Source:ZFIN;Acc:ZDB-GENE-070912-207]";"1505206";"1574386";"1";"protein_coding";"ENSDARG00000063732"
"agps";"9";"agps";"alkylglycerone phosphate synthase [Source:ZFIN;Acc:ZDB-GENE-031118-14]";"1589672";"1639965";"-1";"protein_coding";"ENSDARG00000042821"
"nfe2l2a";"9";"nfe2l2";"nuclear factor, erythroid 2-like 2a [Source:ZFIN;Acc:ZDB-GENE-030723-2]";"1654284";"1683368";"1";"protein_coding";"ENSDARG00000042824"
"hnrnpa3";"9";"CH211-230E14.2";"heterogeneous nuclear ribonucleoprotein A3 [Source:ZFIN;Acc:ZDB-GENE-060224-1]";"1692926";"1703801";"-1";"protein_coding";"ENSDARG00000059351"
"hoxd3a";"9";"hoxd3a";"homeobox D3a [Source:ZFIN;Acc:ZDB-GENE-990415-120]";"1937049";"1959917";"-1";"protein_coding";"ENSDARG00000059280"
"hoxd4a";"9";"hoxd4a";"homeobox D4a [Source:ZFIN;Acc:ZDB-GENE-980526-214]";"1948465";"1951144";"-1";"protein_coding";"ENSDARG00000059276"
"hoxd9a";"9";"hoxd9a";"homeobox D9a [Source:ZFIN;Acc:ZDB-GENE-990415-121]";"1964005";"1965727";"-1";"protein_coding";"ENSDARG00000059274"
"hoxd10a";"9";"hoxd10a";"homeobox D10a [Source:ZFIN;Acc:ZDB-GENE-990415-116]";"1967707";"1970071";"-1";"protein_coding";"ENSDARG00000057859"
"hoxd11a";"9";"hoxd11a";"homeobox D11a [Source:ZFIN;Acc:ZDB-GENE-990415-117]";"1975818";"1978090";"-1";"protein_coding";"ENSDARG00000059267"
"hoxd12a";"9";"hoxd12a";"homeobox D12a [Source:ZFIN;Acc:ZDB-GENE-990415-118]";"1981882";"1986014";"-1";"protein_coding";"ENSDARG00000059263"
"hoxd13a";"9";"hoxd13a";"homeobox D13a [Source:ZFIN;Acc:ZDB-GENE-990415-119]";"1986816";"1990323";"-1";"protein_coding";"ENSDARG00000059256"
"evx2";"9";"evx2";"even-skipped homeobox 2 [Source:ZFIN;Acc:ZDB-GENE-980526-215]";"2002701";"2007106";"1";"protein_coding";"ENSDARG00000059255"
"lnpa";"9";"NULL";"limb and neural patterns a [Source:ZFIN;Acc:ZDB-GENE-030131-4960]";"2020667";"2037625";"1";"protein_coding";"ENSDARG00000115902"
"lnpa";"9";"NULL";"limb and neural patterns a [Source:ZFIN;Acc:ZDB-GENE-030131-4960]";"2041535";"2045511";"1";"protein_coding";"ENSDARG00000063646"
"atp5mc3a";"9";"CH1073-470I20.1";"ATP synthase membrane subunit c locus 3a [Source:ZFIN;Acc:ZDB-GENE-040426-857]";"2330798";"2341127";"1";"protein_coding";"ENSDARG00000017775"
"atf2";"9";"CH1073-470I20.3";"activating transcription factor 2 [Source:ZFIN;Acc:ZDB-GENE-030911-8]";"2343096";"2382588";"1";"protein_coding";"ENSDARG00000023903"
"chn1";"9";"NULL";"chimerin 1 [Source:ZFIN;Acc:ZDB-GENE-040426-1934]";"2393764";"2487171";"1";"protein_coding";"ENSDARG00000101735"
"wipf1a";"9";"CH73-167C12.4";"WAS/WASL interacting protein family, member 1a [Source:ZFIN;Acc:ZDB-GENE-080204-101]";"2499627";"2518359";"1";"protein_coding";"ENSDARG00000104300"
"gpr155a";"9";"CH73-167C12.3";"G protein-coupled receptor 155a [Source:ZFIN;Acc:ZDB-GENE-100922-89]";"2522797";"2560126";"1";"protein_coding";"ENSDARG00000090804"
"scrn3";"9";"scrn3";"secernin 3 [Source:ZFIN;Acc:ZDB-GENE-030131-4783]";"2560219";"2573121";"-1";"protein_coding";"ENSDARG00000016611"
"CIR1";"9";"CH73-167C12.2";"corepressor interacting with RBPJ, 1 [Source:HGNC Symbol;Acc:HGNC:24217]";"2574122";"2586554";"1";"protein_coding";"ENSDARG00000099733"
"sp9";"9";"sp9";"sp9 transcription factor [Source:ZFIN;Acc:ZDB-GENE-040426-2313]";"2591968";"2594464";"-1";"protein_coding";"ENSDARG00000099374"
"sp3a";"9";"CH211-258G4.1";"sp3a transcription factor [Source:ZFIN;Acc:ZDB-GENE-070410-111]";"2762270";"2777286";"1";"protein_coding";"ENSDARG00000001549"
"cdca7a";"9";"DKEY-15I8.1";"cell division cycle associated 7a [Source:ZFIN;Acc:ZDB-GENE-050417-29]";"2879763";"2892250";"-1";"protein_coding";"ENSDARG00000077620"
"zak";"9";"DKEY-15I8.3";"sterile alpha motif and leucine zipper containing kinase AZK [Source:ZFIN;Acc:ZDB-GENE-070912-386]";"2896009";"2945008";"-1";"protein_coding";"ENSDARG00000006978"
"rapgef4";"9";"DKEY-15I8.2";"Rap guanine nucleotide exchange factor (GEF) 4 [Source:ZFIN;Acc:ZDB-GENE-070912-385]";"2949272";"3034125";"-1";"protein_coding";"ENSDARG00000079872"
"si:ch211-173m16.2";"9";"CH211-173M16.2";"si:ch211-173m16.2 [Source:ZFIN;Acc:ZDB-GENE-070912-155]";"3035128";"3037315";"1";"protein_coding";"ENSDARG00000093284"
"ppp1r9ala";"9";"CH1073-219N12.1";"protein phosphatase 1 regulatory subunit 9A-like A [Source:ZFIN;Acc:ZDB-GENE-091204-412]";"3055566";"3124822";"1";"protein_coding";"ENSDARG00000063580"
"pdk1";"9";"ZFOS-979F1.3";"pyruvate dehydrogenase kinase, isozyme 1 [Source:ZFIN;Acc:ZDB-GENE-091204-402]";"3135062";"3149896";"-1";"protein_coding";"ENSDARG00000013128"
"ftr52p";"9";"ZFOS-979F1.2";"finTRIM family, member 52, pseudogene [Source:ZFIN;Acc:ZDB-GENEP-110922-3]";"3153466";"3166159";"1";"protein_coding";"ENSDARG00000011652"
"dync1i2a";"9";"CH1073-276N13.1";"dynein, cytoplasmic 1, intermediate chain 2a [Source:ZFIN;Acc:ZDB-GENE-060929-1086]";"3170101";"3234814";"1";"protein_coding";"ENSDARG00000078386"
"hat1";"9";"NULL";"histone acetyltransferase 1 [Source:ZFIN;Acc:ZDB-GENE-040912-99]";"3282369";"3314374";"1";"protein_coding";"ENSDARG00000034916"
"dlx1a";"9";"NULL";"distal-less homeobox 1a [Source:ZFIN;Acc:ZDB-GENE-990415-48]";"3388099";"3390109";"1";"protein_coding";"ENSDARG00000013125"
"dlx2a";"9";"NULL";"distal-less homeobox 2a [Source:ZFIN;Acc:ZDB-GENE-980526-212]";"3397407";"3400729";"-1";"protein_coding";"ENSDARG00000079964"
"itga6a";"9";"DKEY-32O22.1";"integrin, alpha 6a [Source:ZFIN;Acc:ZDB-GENE-050309-23]";"3429662";"3486488";"1";"protein_coding";"ENSDARG00000042282"
"CU469503.1";"9";"itga6";"NULL";"3429662";"3457505";"1";"protein_coding";"ENSDARG00000099348"
"cybrd1";"9";"CH211-245G15.3";"cytochrome b reductase 1 [Source:ZFIN;Acc:ZDB-GENE-050522-365]";"3490824";"3496579";"-1";"protein_coding";"ENSDARG00000095577"
"dcaf17";"9";"CH211-245G15.4";"ddb1 and cul4 associated factor 17 [Source:ZFIN;Acc:ZDB-GENE-071008-1]";"3498377";"3519717";"-1";"protein_coding";"ENSDARG00000074909"
"mettl8";"9";"CH211-72B3.1";"methyltransferase like 8 [Source:ZFIN;Acc:ZDB-GENE-041114-19]";"3519191";"3535024";"1";"protein_coding";"ENSDARG00000017359"
"tlk1a";"9";"tlk1";"tousled-like kinase 1a [Source:ZFIN;Acc:ZDB-GENE-071008-2]";"3548529";"3609216";"1";"protein_coding";"ENSDARG00000042467"
"gad1a";"9";"DKEY-249G23.3";"glutamate decarboxylase 1a [Source:ZFIN;Acc:ZDB-GENE-070912-472]";"3621968";"3653271";"-1";"protein_coding";"ENSDARG00000093411"
"sp5a";"9";"sp5";"Sp5 transcription factor a [Source:ZFIN;Acc:ZDB-GENE-030430-2]";"3666401";"3671911";"-1";"protein_coding";"ENSDARG00000076571"
"myo3b";"9";"DKEY-249G23.4";"myosin IIIB [Source:ZFIN;Acc:ZDB-GENE-070706-2]";"3699397";"3866707";"-1";"protein_coding";"ENSDARG00000006892"
"ubr3";"9";"ubr3";"ubiquitin protein ligase E3 component n-recognin 3 [Source:ZFIN;Acc:ZDB-GENE-030131-1473]";"3898132";"4018452";"-1";"protein_coding";"ENSDARG00000042508"
"mylka";"9";"NULL";"myosin, light chain kinase a [Source:ZFIN;Acc:ZDB-GENE-030131-8207]";"4024250";"4075620";"-1";"protein_coding";"ENSDARG00000034801"
"kalrna";"9";"kalrna";"kalirin RhoGEF kinase a [Source:ZFIN;Acc:ZDB-GENE-100921-4]";"4250918";"4419788";"1";"protein_coding";"ENSDARG00000104119"
"FP015810.1";"9";"NULL";"NULL";"4429593";"4435542";"1";"protein_coding";"ENSDARG00000112749"
"kcnj3a";"9";"CH73-83C10.1";"potassium inwardly-rectifying channel, subfamily J, member 3a [Source:ZFIN;Acc:ZDB-GENE-100922-16]";"4478199";"4511613";"-1";"protein_coding";"ENSDARG00000077165"
